Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access,URL,Keywords,Language,Pages,Actions
"Adoption-centric usability engineering: systematic deployment, evaluation and improvement of usability engineering methods in the software engineering lifecycle","This work argues that usability engineering methods can only be regarded as integrated in the software development process of an organization, when these methods are practiced and accepted by development teams. So far no frameworks for examining the acceptance of methods by project teams and for exploiting such data for guiding project teams in method deployment are available. To address this problem this work presents an approach which consists of a process meta-model for guiding project teams in the deployment of usability engineering methods and of a measurement framework for measuring the acceptance of the deployed methods. The approach is called adoption-centric usability engineering. The concepts of the adoption-centric usability engineering approach are implemented in a support system which aims at supporting the introduction, evaluation and improvement of usability engineering methods in software development organizations. In this work an evaluation of the developed framework with potential users of the adoption-centric usability engineering approach is performed. The evaluation indicates that the adoption-centric usability engineering approach has the potential to improve the introduction and establishment of usability engineering methods in software development processes.","Eduard Metzker","2005","OPen Access Repositorium der Universität Ulm (OPARU) (Ulm University)","10.18725/oparu-318","1","true","https://doi.org/10.18725/oparu-318","Usability; Usability engineering; Software engineering; System usability scale; Software deployment; Computer science; Systems engineering; Agile usability engineering; Pluralistic walkthrough; Usability inspection","en","-","Include"
"Predicting acceptance of Software Process Improvement","Software Process Improvement (SPI) initiatives induce organizational change, by introducing new tools, techniques and work practices. Organizations have to address acceptance issues such as resistance to change, compatibility and fear of adverse consequences. Social psychology literature includes the Technology Acceptance Model (TAM) and the Theory of Planned Behavior (TPB), which study such adoption issues and predict intention to use and actual usage of workplace technology. Some constructs of these models could be applied to software organizations to make it easier for them to counter the initial resistance and to assimilate process improvement into the work culture. To increase applicability of these models to the SPI context, some additional constructs are proposed, by taking into account organizational culture, the impact of changes caused by SPI and the unique characteristics of software developers.","M. Umarji; C. Seaman","2005","ACM SIGSOFT Softw. Eng. Notes","10.1145/1082983.1083121","42","false","https://doi.org/10.1145/1082983.1083121","Knowledge management; Technology acceptance model; Resistance (ecology); Software development process; Process (computing); Process management; Context (archaeology); Computer science; Software; Software development","en","-","Include"
"Tackling the complexity of requirements engineering process improvement by partitioning the improvement task","Software process improvement is a complex and expensive endeavor requiring extensive resources and long term commitment. In the present study software process improvement (SPI) problems in small organizations were tackled by dividing the overall effort into three subtopics: technical infrastructure, working practices, and management infrastructure. Partitioning the SPI efforts into these three subtopics makes it apparent that all of these topics do not need to be tackled in the same way but some tasks can, e.g., be outsourced. In this paper the results of an investigation into the use of the model above in requirements engineering (RE) process improvement are reported from three industrial case studies. A domain specific method was constructed independently of the utilizing companies, i.e., outsourced, and it was then used in SPI efforts in the companies to establish a solid infrastructure for basic RE in a short period of time, with limited resources, and without previous expertise in RE. It is argued that the suggested partitioning can both lower the threshold for initiating software process improvement efforts in industry and increase the likelihood of successfully completing them.","U. Nikula; J. Sajaniemi","2005","Australian Software Engineering Conference","10.1109/aswec.2005.46","8","false","https://doi.org/10.1109/aswec.2005.46","Computer science; Task (project management); Process (computing); Domain (mathematical analysis); Software; Software Engineering Process Group; Software development process; Software engineering; Process management; Software development","en","-","Include"
"A controlled experiment on the impact of the object constraint language in UML-based maintenance","The object constraint language (OCL) was introduced as part of the Unified Modeling Language (UML). Its main purpose is to make UML models more precise by providing a constraint language. For example, operation contracts and statechart guard conditions can be precisely defined using OCL. There has been an ongoing debate on the usefulness of using OCL in UML-based development, questioning whether the additional effort and formality were worth the benefit. This work presents the results of a controlled experiment that investigates the impact of using OCL on model comprehension and maintainability. Current results show that, once past an initial learning curve, significant benefits can be obtained by using OCL in combination with UML diagrams.","L. Briand; Y. Labiche; H.-D. Yan; M. D. Penta","2004","20th IEEE International Conference on Software Maintenance, 2004. Proceedings.","10.1109/icsm.2004.1357823","17","false","https://doi.org/10.1109/icsm.2004.1357823","Object Constraint Language; Unified Modeling Language; Computer science; Applications of UML; Programming language; UML tool; Formality; Maintainability; Systems Modeling Language; Class diagram","en","-","Include"
"Method in action and method in tool: a stakeholder perspective","Tool support for information systems (IS) development can be considered from many perspectives, and it is not surprising that different stakeholders perceive such tools very differently. This can contribute on one side to poor selection processes and ineffective deployment of CASE, and on another to inappropriate tool development. In this paper, the relationship between CASE-tools and IS development methods is considered from three stakeholder perspectives: concept developer, IS developer and product developer. These perspectives, and the tensions between them, are characterised within a ‘stakeholder triangle’. Some of the major issues related to each tension are highlighted, and the triangle is then used to consider the importance, and implications for all stakeholders, of considering all tensions together. In particular, we suggest that the concept of ‘method in action’ be complemented by that of ‘method in tool’. We believe that these insights will contribute to the continuing debate on how to reduce adoption failures.","B. Lundell; B. Lings","2004","Journal of Information and Technology","10.1057/palgrave.jit.2000022","22","false","https://doi.org/10.1057/palgrave.jit.2000022","Stakeholder; Action (physics); Process management; Stakeholder analysis; Computer science; Perspective (graphical); Software deployment; Soft systems methodology; Knowledge management; New product development","en","-","Include"
"4th international workshop on adoption-centric software engineering","The ACSE series of events aims to advance the adoption of software engineering tools and techniques by bringing together researchers and practitioners who investigate novel approaches to fostering the transition between limited-use research prototypes and broadly applicable practical solutions. One proven technique to aid adoption is to leverage existing commercial platforms and infrastructure. The key objective of ACSE 2004 is to explore innovative approaches to the adoption of proofof- concept systems by embedding them in extensions of Commercial Off-The-Shelf (COTS) products and/or using middleware technologies to integrate the prototypes into existing toolsets.","Robert Balzer; Marin Litoiu; Hausi A. Müller; Dennis B. Smith; MARGARET-ANNE D. Storey; Scott R. Tilley; Kenny Wong","2004","Proceedings. 26th International Conference on Software Engineering","10.1109/icse.2004.1317517","13","false","https://doi.org/10.1109/icse.2004.1317517","Leverage (statistics); Key (lock); Computer science; Middleware (distributed applications); Software engineering; Software; Embedding; Systems engineering; Engineering; Computer security","en","-","Include"
"Muse over university organisational ecology in action and service-oriented architectures","This paper muses over two e-engineering projects, which use service-oriented architectures to navigate the complexities of e-engineering age. One of these projects is a Monash University Software Engineering (MUSE) portal, which has been developed to provide a central mechanism for group interaction, collaboration and knowledge aggregation to assist students in completing their final year capstone projects. Learning in part of a wider ecology, and benefits from interdependent resources and expertise in an organizational grouping forming a Web of interconnected parts. Collaboration and cooperation sustains this ecology (Maiden, 2003). The paper explores the interconnected aspects via service-oriented architectures and organization units (be it for a course or organizations in a consortium). The paper details the service-oriented architecture of our MUSE portal which is aimed at sustaining the capstone group's ecological requirements of collaboration and cooperation in their group project. The second project is about an E-commerce (B2B) Technology Infusion Project for Australian Rail Manufacturers (ARM). It uses emerging innovative business models with Web services and associated technology to deliver B2B as a new technology infusion program initiative from the research organization (MUSE) to the industry consortium of ARM. It is aimed at providing business integration through Web services (B2B) for a cluster of small to medium enterprises (SMEs). We reflect on (muse over) how the organisational ecology is achieved for the MUSE portal and for the ARM Consortium's B2B project. Services are discrete, self-contained applications that sit within the MUSE portal framework. Web services suit the decentralised nature of this B2B project.","S. Ramakrishnan; Ashley Cambrell","2004","Proceedings. Ninth IEEE International Conference on Engineering of Complex Computer Systems","10.1109/iceccs.2004.1310918","2","false","https://doi.org/10.1109/iceccs.2004.1310918","Interdependence; Service (business); Service-oriented architecture; Web service; Knowledge management; Engineering management; Organizational structure; Engineering; Computer science; World Wide Web","en","-","Include"
"Organising evidence to support software engineering practice","Evidence (in different forms) is widely employed to establish and refine ideas about what constitutes good practice in many domains of science and engineering. However, software engineering (and computing in general) has so far been a notable exception to this, and our paper sets out to explore some of the reasons why this should be so, and how the situation might be changed in the future. We examine the ways in which some other domains collect and use evidence, and then examine both 'commercial' and 'open source' development practices to see how these currently make use of previous experience and evidence. Finally, we consider the possible role of systematic review groups in strengthening the way that evidence could be employed in future software engineering practices.","D. Budgen; J. Bøegh; A. Mohan","2003","Eleventh Annual International Workshop on Software Technology and Engineering Practice","10.1109/step.2003.23","2","false","https://doi.org/10.1109/step.2003.23","Computer science; Social software engineering; Software engineering; Software development; Software Engineering Process Group; Data science; Software; Software construction; Programming language","en","-","Include"
"Investigating Determinants of Software Developers' Intentions to Follow Methodologies","Seeking to improve software development, many organizations attempt to deploy formalized methodologies. This typically entails substantial behavioral change by software developers away from previous informal practices toward conformance with the methodology. Developers' resistance to such change often results in failure to fully deploy and realize the benefits of the methodology. The present research draws upon theories of intention formation and innovation diffusion to advance knowledge about why developers accept or resist following methodologies. Results from a field study within a large organization indicate that developers' intentions are directly influenced by their perceptions of usefulness, social pressure, compatibility, and organizational mandate. This pattern of intention determinants is quite different from that typically observed in studies of information technology tool adoption, revealing several key differences between the domains of tool versus methodology adoption. Specifically, although organizational mandate had a significant effect on intentions, the strength of its direct influence was the lowest among the four significant constructs, and usefulness, compatibility, and social pressure all influenced intentions directly, above and beyond the effects of organizational mandate. The findings suggest, contrary to popular belief, that an organizational mandate is not sufficient to guarantee use of the methodology in a sustained manner.","B. Hardgrave; Fred D. Davis; Cynthia K. Riemenschneider","2003","Journal of Management Information Systems","10.1080/07421222.2003.11045751","302","false","https://doi.org/10.1080/07421222.2003.11045751","Mandate; Knowledge management; Perception; Software development; Resistance (ecology); Computer science; Software; Business; Psychology; Political science","en","-","Include"
"Requirements Engineering Technology Transfer: An Experience Report","-","Francisco A. C. Pinheiro; Julio Cesar Sampaio do Prado Leite; J. Castro","2003","The Journal of Technology Transfer","10.1023/a:1022994516210","11","false","https://doi.org/10.1023/a:1022994516210","Mainstream; Government (linguistics); Work (physics); Process (computing); Engineering management; Business; Engineering; Public relations; Process management; Engineering ethics","en","159-165","Include"
"Technology Transfer of Federally Funded R&D: Perspectives from a Forum","Technology transfer involves the generation of innovative ideas through the sharing of knowledge among federal laboratories, universities, industry, and government, and oftentimes the eventual commercialization of those ideas. By better understanding technology transfer, the government can gain increased benefits from its investment in new technologies. The President’s Council of Advisors on Science and Technology asked RAND to host a one-day forum on technology transfer developed through federal research and development funding. Forum participants offered a variety of observations on issues and best practices related to successful technology transfer, which the authors summarize and quote verbatim.","Mark Y. D. Wang; S. Pfleeger; David M. Adamson; G. Bloom; W. Butz; Donna Fossum; Mihal Gross; A. Kofner; H. Rippen; T. Kelly; C. T. Kelley","2003","The Journal of Technology Transfer","10.1007/bf02172612","13","-","https://doi.org/10.1007/bf02172612","","en","54-61","Include"
"Explaining Software Developer Acceptance of Methodologies: A Comparison of Five Theoretical Models","Many organizations attempt to deploy methodologies intended to improve software development processes. However, resistance by individual software developers against using such methodologies often obstructs their successful deployment. To better explain why individual developers accept or resist methodologies, five theoretical models of individual intentions to accept information technology tools were examined. In a field study of 128 developers in a large organization that implemented a methodology, each model explained significant variance in developers' intentions to use the methodology. Similar to findings from the tool adoption context, we found that, if a methodology is not regarded as useful by developers, its prospects for successful deployment may be severely undermined. In contrast to the typical pattern of findings in a tool context, however, we found that methodology adoption intentions are driven by: 1) the presence of an organizational mandate to use the methodology, 2) the compatibility of the methodology with how developers perform their work, and 3) the opinions of developers' coworkers and supervisors toward using the methodology. Collectively, these results provide surprising new insights into why software developers accept or resist methodologies and suggest what software engineering managers might do to overcome developer resistance.","Cynthia K. Riemenschneider; B. Hardgrave; Fred D. Davis","2002","IEEE Trans. Software Eng.","10.1109/tse.2002.1158287","310","false","https://doi.org/10.1109/tse.2002.1158287","Software deployment; Computer science; Software development; Software engineering; Software; Mandate; Context (archaeology); Knowledge management; Process management; Data science","en","-","Include"
"A Software Technology Transition Entropy Based Engineering Model","Currently, systematic techniques for assessing macro mechanisms for transferring software engineering technologies are non-existent. This leads to inefficient allocation of research resources and increased risk to software technology intensive programs. Consequently, software technology transition today is an ill-defined and non-repeatable, inefficient process for bringing advanced software engineering technologies to market. This dissertation develops the fundamental elements of an industrial model of a software technology transition engine. The mechanisms are developed utilizing information theory, communication theory, chaos control theory, and learning curve principles. The combination of those scientifically sound mechanisms provides a basis for assessing, and / or prescribing a portfolio of technologies and the implementing macro infrastructure. This provides the theoretical framework for a practical method for a program manager to establish a high capacity transition channel, which accelerates technology maturation and insertion. Data samples assess the following technologies: software engineering, software technology transfer, Ada, Java, abstract data types, rate monotonic analysis, cost models, software standards, and software work breakdown structures. An extensive annotated bibliography on software technology transfer and related references, and a bibliography including related material from philosophy, psychology, math, physics, thermodynamics, management, economics, game theory, technology transfer, software engineering, and systems engineering is included.","Michael Saboe","2002","Calhoun: The Naval Postgraduate School Institutional Archive (Naval Postgraduate School)","10.2495/gcn130591","3","-","https://doi.org/10.2495/gcn130591","","-","441-445","Include"
"Why software engineering is riskier than ever","The ultimate aim of software engineering methods and tools is to reduce risks associated with the development of software products. Accepted risk management procedures recognize that software development is inherently risky, however fail to take into account the changing nature of both software products and the organizations undertaking their development. SE research has traditionally focused on the needs of very large corporations undertaking equally mammoth and complex development projects, thus most tools and methods are predicated on this model. Yet most software development is undertaken by small to medium enterprises. Consequently, these development efforts are either undertaken with little or no adherence to any SE standard process or by attempting to tailor processes intended for larger organizations. Neither of these alternatives is ideal, with both introducing new elements of risk. The rise of the Internet as a platform for commercial applications has partly driven this move away from monolithic software development and has also contributed to the proliferation of software products built using COTS components. Clearly there is a risk involved in the use of components not developed specifically for a particular application while Internet applications introduce an. entirely new set of possible risks. These newer risk factors directly affect the quality of the software product and the paper discusses these factors in detail, showing how they contribute to making software development today an even riskier proposition than previously.","A. Fuller; P. Croll; Omar Garcia","2001","Proceedings Second Asia-Pacific Conference on Quality Software","10.1109/apaqs.2001.990009","8","true","https://doi.org/10.1109/apaqs.2001.990009","Software development; Social software engineering; Package development process; Software development process; Computer science; Risk analysis (engineering); Software engineering; Software; Software quality management; Software construction","en","-","Include"
"Testing: a roadmap","Development of techniques and tools that will help component users integrate and test the components with their applications more efficiently and effectively Creation of techniques and tools that can use precode artifacts, such as architectural specifications, for planning and implementing testing activities. Development of techniques and tools for use in estimating, predicting, and performing testing on evolving software systems. Establishment of effective processes for analyzing and testing software systems. Investigation of methods that use testing artifacts to assist in software development.","M. J. Harrold","2000","International Conference on Software Engineering","10.1145/336512.336532","450","true","https://doi.org/10.1145/336512.336532","Atlanta; Citation; Computer science; World Wide Web; Library science; History; Archaeology; Metropolitan area","en","-","Include"
"A Requirements Engineering Process for Machine Learning Innovation Projects","Despite the increasing development of Machine Learning (ML) applications, Requirements Engineering (RE) activities face challenges in this new data-intensive paradigm, e.g., the high dependence on data availability and quality and the continuous adaptation to changing environments. In this context, we have identified a lack of an integrated view of the RE process of ML applications in the literature. This paper proposes an RE process tailored to ML application projects, covering requirements elicitation, analysis, specification, validation, and management. The process development methodology includes the ISO/IEC 12207 standard and Design Thinking. Our solution combines problem study and formulation supported by the state of the art in research. The solution proposal follows three evaluation formats: laboratory, static, and dynamic validation. We expect the process to improve RE practice and thus improve ML-based systems development with higher quality deliveries and easier maintenance.","Mariana Crisostomo Martins; T. Kudo; R. F. Bulcão-Neto","2024","Workshop em Engenharia de Requisitos","10.29327/1407529.27-24","2","-","https://doi.org/10.29327/1407529.27-24","","-","-","Include"
"Assessing the Inter-rater Reliability of the Usability Model for Software Development Processes and Practices","<title>Abstract</title>
        <p>Software processes and practices have a leading role in software development and in the last few decades a wide variety of processes and practices have emerged to face the challenges arising in the software industry. The success of process and practice adoption initiatives depends at least partially on the experience and satisfaction of the people who use them, thus making usability an interesting process quality attribute. This paper describes the inter-rater reliability evaluations performed on the UMP to assess consistency among metric values produced by different evaluators. It presents two inter-rater reliability assessment studies, the Scrum study and the TDD-BDD study. The paper presents four inter-rater reliability statistics for the process and practices under study, a comparative analysis of their strengths and weaknesses, and an analysis of the study results and their interpretation. The results show varying reliability results among the different UMP metrics, which seem to depend mostly on object of evaluation (Scrum, TDD, BDD), metric subjectivity and context sensitivity. The UMP was refined from the data gathered in the studies and a metric categorization is proposed to facilitate metric usage.</p>","Diego Fontdevila; M. Genero","2023","Research Square","10.21203/rs.3.rs-3104393/v1","-","-","https://doi.org/10.21203/rs.3.rs-3104393/v1","","-","-","Include"
"A Unified Model of the Technology Push Process and Its Application in a Workshop Setting","-","O. Terzidis; Leonid Vogel","2018","FGF studies in small business and entrepreneurship","10.1007/978-3-319-73509-2_6","9","false","https://doi.org/10.1007/978-3-319-73509-2_6","Process (computing); Computer science; Management science; Field (mathematics); Process management; Engineering; Pure mathematics; Operating system; Mathematics","en","111-135","Include"
"Decision-making support for choosing among different component origins","Context: The amount of software in solutions provided in various domains is continuously growing. These solutions are a mix of hardware and software solutions, often referred to as software-intensive systems. Companies seek alternatives to improve the software development process to avoid delays or cost overruns related to software development. Component origins such as in-house, outsourcing, Components OffThe-Shelf (COTS) or Open Source Software (OSS) are gaining popularity, therefore, leading to the decision to choose among component origins. Objective: The overall goal of this thesis is to support decisionmaking for selecting component origins. Following a decision-making process including all the key decision-making activities is crucial in making decisions. Therefore, the objective of the thesis is to support the decision-makers to create a decision-making process based on their context. In addition, the objective is to improve the decision-making process by incorporating research results and decision-makers’ opinion and knowledge in practice. Method: We identiﬁed the factors that inﬂuence the choice to select among different component origins through a systematic literature review using an Snowballing (SB) strategy and a Database (DB) search. We extended the investigation and conducted a case survey of 22 cases. Using design science, we developed solutions including a process-line to support decision-makers, a Bayesian synthesis process to integrate the evidence from literature into practice and a Knowledge Translation (KT) framework to facilitate the implementation of research results in practice. Results: In-house development and alternative component origins (outsourcing, COTS, and OSS) are being used for software development. Several factors such as time, cost and license implications inﬂuence the selection of component origins. Solutions have been proposed to support the decision-making. However, these solutions consider only a subset of factors identiﬁed in the literature. According to the case survey, the solutions proposed in literature are not aligned with practice.Inpractice,thedecisionsaremostlybasedonopinions.Thedesign objective to support decision-makers with the decision-making process is identiﬁed. Therefore, we propose a process-line to address the designobjective.Inaddition,tomakethedecision-makingmoreinformediwe propose a KT framework incorporating Bayesian synthesis to help decision-makers make evidence-informed decisions. Conclusions: The decision to choose among component origins is case dependent. To support the decision-making process, the ﬂexibility and customization of the solution based on the context are important. Therefore, the process-line proposed in the thesis is not prescriptive rather it is customizable to the context. In addition, to facilitate evidence-based decision-making, we provide an application of the KT framework that allows decision-makers to consider research results in addition to their own opinions and knowledge.","Deepika Badampudi","2018","KTH Publication Database DiVA (KTH Royal Institute of Technology)","10.1063/5.0257303","-","-","https://doi.org/10.1063/5.0257303","","-","070014","Include"
"Towards improved Adoption: Effectiveness of Research Tools in the Real World","One of the challenges in the area of software engineering research has been the low rate of adoption by industry of the tools and methods produced by university researchers. We present a model to improve the situation by providing tangible evidence that demonstrates the real-world effectiveness of such tools and methods. A survey of practising software engineers indicates that the approach in the model is valid and applicable. We apply and test the model for providing such evidence and demonstrate its effectiveness in the context of static analysis using FindBugs. This model can be used to analyse the effectiveness of academic research contributions to industry and contribute towards improving their adoption.","Richa Awasthy; S. Flint; R. Sankaranarayana","2016","QuASoQ/TDA@APSEC","10.1111/j.1537-2995.2012.03692.x","1","-","https://doi.org/10.1111/j.1537-2995.2012.03692.x","","en","1162-1164","Include"
"A Researcher’s Experiences in Supporting Industrial Software Process Improvement","-","K. Petersen","2016","Managing Software Process Evolution","10.1007/978-3-319-31545-4_12","-","false","https://doi.org/10.1007/978-3-319-31545-4_12","Agile software development; Software Engineering Process Group; Lean software development; Process (computing); Asset (computer security); Personal software process; Relevance (law); Software; Engineering; Engineering management","en","235-255","Include"
"Software Risk Management in the Safety-critical Medical Device Domain - Involving a User Perspective","There is a thin line between life and death. In the medical domain, risk management can be an instrument that helps the development organisations to develop safer medical devices. A medical device that fails can bring harm to both patients and medical staff. The medical device domain is a complex field where there are several characteristics contributing to the complexity. Many of the functions performed by medical devices and systems are affecting human lives, directly when the devices are used in treatment and indirectly when the devices are used in monitoring. In the risk management process a major challenge is to assure safety and prevent the patients and the medical staff from harm. The process is a dynamic process and it is necessary to manage risk throughout the whole lifecycle of the medical device in order to avoid potential hazardous situations over time. The main goals of the research effort in this thesis are to integrate users and user perspective in the software risk management process in the medical device domain, and to develop a new risk management process involving a user perspective. This thesis is based on empirical research with both qualitative and quantitative approaches. The research contains a survey presenting the characteristics of the state of practice of software development in the context of the medical devices and systems. One part of the survey focuses on quality assurance of software, risk management, and the developers’ conception of safety criticality of software. The conception of risk was further investigated in two controlled experiments. The identified challenges and experiences from the survey and the experiments were utilized after that in three case studies. A new software risk management process, RiskUse, was derived from the experiences and conclusions gained from two of the three case studies. In the first case study was the risk management process studied and in the second case study the introduction of usability testing included the risk management process. The aim of RiskUse is to support software risk management activities in the medical device domain and to bring in an emphasised user perspective into the risk management process. Finally, the first version of RiskUse was empirically evaluated in the third last case study. The research was conducted as action research with the aim to evaluate the user perspective parts of the new risk management process. In conclusion RiskUse, is found, in the studied cases, to support the practitioners in their work with user risks and risk management.","Christin Lindholm","2015","Lund University Publications (Lund University)","10.1109/icse-companion.2009.5070973","1","-","https://doi.org/10.1109/icse-companion.2009.5070973","","-","152-162","Include"
"Supporting Technology Transfer by Providing Recommendations for Writing Structured Guidelines","Abstract: It takes between 15 and 20 years to achieve widespread implementation of recent technologies from research to practice. Guidelines have shown to be an adequate method for efficiently transferring technology into an industrial context, especially in software engineering. However, recommendations for writing guidelines are still fuzzy w.r.t. content and structure, i.e., existing approaches do not give comprehensive recommendations on how to write meaningful guidelines. In this paper, we propose recommendations for writing guidelines. These recommendations include a reference structure that supports the author in writing guidelines by providing guiding questions for each chapter of a guideline. The recommendations are based on requirements that were elicited from leading companies in different industry domains. It was initially evaluated in a prototypical guideline instantiation by one of our industry partners. 1","André Heuer; Philipp Diebold; Torsten Bandyszak","2014","Software Engineering","10.1109/icsme.2019.00060","8","-","https://doi.org/10.1109/icsme.2019.00060","","-","370-372","Include"
"The use and effectiveness of systems development methodologies in developing electronic learning systems","MCom (Computer Science & Information Systems), North-West University, Potchefstroom Campus, 2014","Van Aswegen; J. Coenraad","2014","South African Computer Journal","10.18489/sacj.v34i1.926","-","-","https://doi.org/10.18489/sacj.v34i1.926","","-","-","Include"
"Committed Use of Project Management Methodologies: Understanding the Role of Costs, Benefits, and Psychological Needs","due.de Even when employees use project management methodologies (PMMs), the question regarding the nature of their use remains, i.e. are they using PMMs in a dedicated manner? While empirical research states that the usefulness of a methodology is the single most important determinant of its acceptance and use by actual users, studies have not examined which methodology use outcomes are more important for which type of people regarding determining their committed PMM use behavior. In our study, we develop a theoretically and practically complete, as well as relevant, typology of the costs and benefits of using a methodology and study the effect of personal traits such as psychological needs. We develop and test a conceptual model, using a sample of 2,651 participants, which shows that individual needs determine which costs and/or benefits have a greater effect on individuals ’ committed use of a PMM.","Kunal Mohan; F. Ahlemann","2013","International Conference on Interaction Sciences","10.1201/9781032672601-6","1","-","https://doi.org/10.1201/9781032672601-6","","en","55-77","Include"
"Common Factors in the Successful Software Projects in Pakistan's Software Industry","In this research paper, we identify a range of measures that can be used to assess the success of the common factors in the successful software projects in Pakistan software industry. The measures are identified based on literature and a survey conducted in the software professionals. The consideration of a development process model and an analysis of the opinions of the professionals are elaborated in context Pakistan's software industry. In this study, the guidelines for the project managers regarding perceptions from software practitioners are concluded. Extensive Survey results and Tables elaborated the common factors in the Successful Software Projects.","F. Butt; Misbah Liaqat; H. Khan; Wasif Nisar; E. Munir","2013","SSRN Electronic Journal","10.2139/ssrn.3781711","10","-","https://doi.org/10.2139/ssrn.3781711","","en","-","Include"
"A Theory of User Acceptance of IS Project Management Methodologies: Understanding the Influence of Psychological Determinism and Experience","Despite the overwhelming advantages of using an IS project management methodology, organisations are rarely able to motivate their staff to use them: Consequently, this lack of methodology usage by individuals fails to deliver the expected advantages of better quality, control, less time and effort. We analyse the determinants of an individualâs intention to use IS project management methodology in order to enable organisations to engineer those that meet the needs of actual users and are really used by them. Results from an exploratory field study conducted in a service organisation, are used to construct a conceptual model. Based upon this research model, we posit that: a) value of a methodology, b) workgroup influence, c) self-beliefs, d) organisational characteristics, and e) previous habits influence intention to use a methodology. Additionally, we find that the strength of these relationships depends upon the needs of an individual and the degree of prior experience they have in using similar methodology.","Kunal Mohan; F. Ahlemann","2011","Wirtschaftsinformatik","10.1201/9780429071416-3","3","-","https://doi.org/10.1201/9780429071416-3","","en","17-30","Include"
"Proceedings of the 6 th Educators ’ Symposium : Software Modeling in Education at MODELS 2010 ( EduSymp 2010 ) The Role of User Guidance in the Industrial Adoption of MDE Approach","-","Jari Rauhamäki; Outi Laitinen; S. Sierla; S. Kuikka","2011","2010 IEEE International Symposium on Industrial Electronics","10.1109/isie.2010.5637662","-","-","https://doi.org/10.1109/isie.2010.5637662","","-","1-1","Include"
"Program comprehension through sonification","Background: Comprehension of computer programs is daunting, thanks in part to clutter in the software developer's visual environment and the need for frequent visual context changes. Non-speech sound has been shown to be useful in understanding the behavior of a program as it is running.&#13;\nAims: This thesis explores whether using sound to help understand the static structure of programs is viable and advantageous.&#13;\nMethod: A novel concept for program sonification is introduced. Non-speech sounds indicate characteristics of and relationships among a Java program's classes, interfaces, and methods. A sound mapping is incorporated into a prototype tool consisting of an extension to the Eclipse integrated development environment communicating with the sound engine Csound. Developers examining source code can aurally explore entities outside of the visual context. A rich body of sound techniques provides expanded representational possibilities. Two studies were conducted. In the first, software professionals participated in exploratory sessions to informally validate the sound mapping concept. The second study was a human-subjects experiment to discover whether using the tool and sound mapping improve performance of software comprehension tasks. Twenty-four software professionals and students performed maintenance-oriented tasks on two Java programs with and without sound.&#13;\nResults: Viability is strong for differentiation and characterization of software entities, less so for identification. The results show no overall advantage of using sound in terms of task duration at a 5% level of significance. The results do, however, suggest that sonification can be advantageous under certain conditions.&#13;\nConclusions: The use of sound in program comprehension shows sufficient promise for continued research. Limitations of the present research include restriction to particular types of comprehension tasks, a single sound mapping, a single programming language, and limited training time. Future work includes experiments and case studies employing a wider set of comprehension tasks, sound mappings in domains other than software, and adding navigational capability for use by the visually impaired.","L. Berman","2011","Durham e-Theses (Durham University)","10.1109/wcre.2006.45","4","-","https://doi.org/10.1109/wcre.2006.45","","-","315-315","Include"
"Supporting Release Planning of Quality Requirements: The Quality Performance Model","In a competitive environment, as experienced by market-driven organizations, it is important to plan software product releases with time-to-market in mind. To increase the chances of market success, software products need to be released to the market, not only at the right time, but also with higher level of quality than the competitors' products. Thus quality requirements can be seen as a key competitive advantage. An especially challenging problem for an organization that develops software products offered to a market is to set the right quality target in relation to future market demands and competitor products. When is the quality level a competitive advantage? The goal of this thesis is to increase the awareness and understanding of quality requirements, and to find means for improving the ability to make early estimates of quality requirements, e.g., performance requirements, in order to enhance high-level decision-making related to release planning and roadmapping. This thesis is based on empirical research using a flexible research design. The research contains two qualitative surveys of quality requirements challenges in market-driven software product development organizations based on interviews with practitioners. From these surveys, issues emerge such as when the quality level is good enough, and how to get quality requirements into projects when functional requirements are prioritized. A case study within the embedded software domain investigates how quality requirements are classified and specified (including quantification) in an industrial context, which concludes that for a method to be successful, it is important that the method itself is flexible enough to handle the diverse nature of quality requirements. A model called QUPER (QUality PERformance) is evolved and evaluated in two organizations. The model aims at supporting release planning of quality requirements, and was found relevant by both organizations. Finally, a prototype tool for the QUPER model was developed and evaluated in a software organization. The QUPER prototype tool was found to provide a clear overview of the current market situation by the generated roadmaps, and to reach an alignment between practitioners, e.g., product managers and developers, of what level of quality is actually needed. (Less)","Richard Berntsson-Svensson","2011","IEEE Software","10.1109/ms.2008.48","5","-","https://doi.org/10.1109/ms.2008.48","","-","42-47","Include"
"Bringing Research Evidence into Software Industry Practice A Study on Evidence-based Practice in the Software Industrial Setting","<jats:p>
            In this paper, we review four examples in software engineering practice of the lack of use of empirical evidence. We use these examples to support our claims that practitioners and researchers appear to have different values with regards to empirical evidence, and appear to use different criteria when evaluating the credibility of evidence. From our examples, it seems that practitioners need to be
            <jats:italic>persuaded</jats:italic>
            to adopt evidence-based software engineering practices. Consequently, the research community needs to consider strategies for persuading practitioners. Paradoxically for software engineering research, the more effective persuasion strategies may be ones that, initially at least, do not rely on empirical evidence.
          </jats:p>","Carol Passos","2011","ACM SIGSOFT Software Engineering Notes","10.1145/1082983.1083177","-","-","https://doi.org/10.1145/1082983.1083177","","en","1-5","Include"
