DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),Information and Communication Technology As Key Infrastructure for Sustainable Cities,Motoo Kusakabe,IGI Global eBooks,2010,(missing abstract),159449672,1,56,(missing PubMedId)
(missing DOI),ACTION RESEARCH AS A NETWORK : COLLECTIVE PRODUCTION OF ROLES AND INTERVENTIONS,Nina Boulus-Rødje,European Conference on Information Systems,2011,"This paper explores roles and interventions in IS action research. I draw upon a four-year research project about electronic medical records, conducted in close collaboration with a community partner. Following a self-reflexive stance, I trace the trajectory of the research engagement and the different roles I occupied. To better understand the complex nature of collaboration found within action research projects, I propose conceptualizing action research as a network. The network framework directs our attention to the collective production and the conditions through which roles and interventions come to exist. Thus, interventions and roles can be seen as network effects—they are enacted and supported by the network. Accordingly, roles and interventions are neither simply static and fixed nor fluid and flexible; rather, these are products of past and present attachments. I demonstrate how the different attachments existing in the network at different points in time enable the configuration of particular actors with capacities to enact different roles and interventions in a diversity of contexts and settings. Finally, I illustrate what happens when these attachments are missing and how this influences the researcher’s agency.",159422935,5,39,(missing PubMedId)
(missing DOI),Chapter VI Building IT Risk Management Approaches: An Action Research Method,"J. Iversen, P. Nielsen",(missing journal),2005,"This chapter shows how action research can help practitioners develop IT risk management approaches that are tailored to their organization and the specific issues they face. Based on literature and practical experience, the authors present a method for developing risk management approaches to use in real-world innovation projects. The chapter illustrates the method by presenting the results of developing a risk management approach for software process improvement projects in a software organization. InTroDucTIon",159012360,1,34,(missing PubMedId)
(missing DOI),Knowledge Management in Software Development,Karsten Jahn,(missing journal),2012,"Software development is a very knowledge-intense discipline. People often work in project teams not only to bundle the powers, but also to enable easier sharing of knowledge, because the acquisition of knowledge always involves spending resources. If there is a way to utilize internally available knowledge, the company gains a competitive advantage out of it. Knowledge management is the systematic approach to enable people to share what they know. However, there is no general solution. In order to be successful, a knowledge management system always has to be customized to the environment of each case. The involved people as well as the company’s organization are of high importance. As a part of the EU-founded FP7 project “KiWi – Knowledge in a Wiki”, my studies deal with the design of a knowledge management system for a software development company, whose analysis showed a number of knowledge management problems, grouped to four problems regarding isolated islands of knowledge and three problems regarding the inadequate bridging of knowledge. The analysis led to a distinction of two organizational layers within the case company: Management and development. Each of the layers follows a different strategy to share the knowledge. The management layer follows a codified strategy and the development layer a personalization strategy. These differences are the reason for several knowledge management problems, which influence the whole company. Based on that understanding, I propose four design ideas on which the knowledge management system is based upon. First, the layers are separated and each is being supported with its own knowledge management strategy. Second, the layers have to be connected. That includes the people in the layers, the strategies and the realizing knowledge management systems. Third, the personalization strategy in the development layer is supported by a wiki. Fourth, the codification strategy in the management layer is supported by an enterprise system. All four design ideas form the foundation for a prototype of a large knowledge management system, composed of three sub-systems: The KiWi platform, a Data Exchange Agent and a Project Management Application. This thesis presents a design study, with an analysis of a case company, the design of a knowledge management prototype, and its evaluation through the case company. I followed the action design research methodology, organized in iterations and focused not only on the IT artefact, but also its environment within the company. My research contributes to different aspects of the knowledge management theory. I elaborate on the codification and personalization knowledge management strategy by presenting how to adapt more than one strategy in an organization. Further, I connect the knowledge management strategies to the knowledge bases and show how specific knowledge bases have advantages in the different strategies. Additionally, this thesis provides the implementation and evaluation of the realization of a larger prototype dealing with the organizational knowledge management processes.",158257928,0,178,(missing PubMedId)
(missing DOI),Sensing the Future: Designing Sensor-based Predictive Information Systems for Forecasting Spare Part Demand for Diesel Engines,Simon Furtak,(missing journal),2017,(missing abstract),157405446,0,67,(missing PubMedId)
(missing DOI),The Dialectics of Engaging the BOP through Microfranchising: Evidence from a Mexican Agribusiness,Rafael Hernandez Cazares,(missing journal),2015,"The Dialectics of Engaging the BOP through Microfranchising: Evidence from a Mexican Agribusiness by Rafael Hernandez-Cazares December 2016 Committee Chair: Rafael Hernandez-Cazares Major Academic Unit: Executive Doctorate in Business Microfranchising is emerging as a potentially powerful strategy for reaching the enormous markets at the base of the pyramid (BOP). Microfranchising also represents an effective and sustainable way to contribute to poverty alleviation and economic growth. However, we know little about how organizations maneuver contradictory forces as they use this innovative business model to engage the BOP. To address this gap, I offer a longitudinal case study of an emerging microfranchise effort by a successful Mexican agribusiness—one whose ambitions to continue growing were challenged by multinationa l agrochemicals suppliers. As this project shows, companies and BOP markets can realize mutual benefits from a value co-creation strategy. Specifically, I adopted a dialectica l approach to analyze the tensions and competing forces that arose as business managers and local BOP distributors and producers collaborated in this emerging microfranchis ing venture. As a result, the research offers three contributions. First, it provides a detailed empirical account of how contradictory forces shaped the Mexican agricultural firm’s implementation of microfranchising to engage with BOP farmers. Second, it presents a conceptual synthesis that describes the major contradictory forces a company faces as it implements microfranchising as part of its BOP strategy. Finally, it offers lessons for how business managers can maneuver contradictory forces to co-create value with the BOP through microfranchising.",155649953,0,82,(missing PubMedId)
(missing DOI),Situational Method Engineering: Fundamentals and Experiences,"Jolita Ralyt, S. Brinkkemper, B. Henderson-Sellers",(missing journal),2007,This paper is concerned with the development of a method for collaborative policy making. The aim of this method is to improve the quality of policymaking processes. The creation of policies is a collaborative process. The quality of this collaboration has a profound impact on the quality of the resulting policies and the acceptance by its stakeholders. We therefore aim to integrate techniques from the field of collaboration engineering into our policy making method in order to improve the quality of the process and its outcomes. We present the results of two case studies conducted on the use of collaboration engineering in the context of policy making processes. A key element in this result involves the initial design of a method for policy making in terms of elementary constructs from collaboration engineering.,155351835,157,139,(missing PubMedId)
(missing DOI),Pragmatizing the Normative Artifact: Design Science Research in Scandinavia and Beyond,"Pär J. Ågerfalk, Mikael Wiberg",Communications of The Ais,2017,"In this panel report, we analyze the discussion that unfolded during the “Design Science Research: A Scandinavian Approach?” panel held at the third Scandinavian Conference on Information Systems i ...",154853897,13,49,(missing PubMedId)
(missing DOI),On governance for re-engineering city infrastructure,"M. B. Beck, M. Thompson, S. Ney, D. Gyawali, P. Jeffrey",(missing journal),2011,"Given the challenge of re-engineering the infrastructure of a city so that it may become a force for good in the environment, what structure of governance might promote/stifle any associated technological and technical innovations? How might the ‘quality’ of the sought-for governance be gauged and improved? Cultural theory is introduced to address these questions and briefly elaborated. In particular, it is shown how cultural theory can be used to refurbish Dahl's theory of pluralist democracy and provide a simple (and visual) metric of deliberative quality in governance. Matters of re-engineering the water-nutrient infrastructures of the city of Atlanta within the Chattahoochee watershed in the southeastern USA provide the primary setting for eventually applying the resulting conceptual framework. Drawing together a somewhat eclectic mix of past experience and prospective approaches – ranging from practical resolutions of water conflicts in Nepal, lessons learned from previous community engagement in the...",154749834,32,53,(missing PubMedId)
(missing DOI),Improving diffusion practices in a software organization,"I. Andersson, K. Nilsson",(missing journal),2002,"Methods and tools that support systems development (SD) are usually motivated by a promise of better quality or increased productivity. In large software organizations, specialised methods departments often manage these methods and tools. However, these methods departments often focus more on the purchasing, tailoring and maintenance of technologies, rather than on systematically diffusing methods and tools into current practices. This paper reports on a systematic improvement initiative in a large software organization. The aim of this effort was to diagnose diffusion practices, to evaluate and adapt a service that can improve those diffusion practices, and to diffuse this new service. Insights from this initiative, together with theoretical reflections on the diffusion of SD technologies, are provided. It is suggested that the provision of services that help project personnel to understand and plan the diffusion of new SD technologies can play a key role in developing the focus and competencies needed to improve diffusion practices in large software organizations.",154626356,7,18,(missing PubMedId)
(missing DOI),Building contextual ambidexterity in a software company to improve firm-level coordination,"Nannette P. Napier, Lars Mathiassen, Daniel Robey",European Journal of Information Systems,2011,"Software organizations increasingly face contradictory strategic choices as they develop customized and packaged solutions for the market. They need to improve efficiency of development processes while at the same time adapting to emerging customer needs; they need to exploit software products in relation to existing customers while simultaneously exploring new technology and market opportunities; and, they need to consider both incremental and radical innovations. While the integration of such opposing strategies requires software organizations to become ambidextrous, there is limited actionable advice on how managers can develop such capability. Against this backdrop, we report from a two-year action research study into a small software firm, TelSoft. Based on Pettigrew's contextualist inquiry, we develop a framework that integrates existing theory on contextual ambidexterity with a generic process for improving software organizations, and we apply this framework to analyze how TelSoft improved its coordination of products, projects, and innovation efforts. As a result, we offer principles for how software managers can build ambidextrous capability to improve firm-level coordination.",153892860,79,69,(missing PubMedId)
(missing DOI),Solution Prototype: A Composed Artifact as Innovation Carrier,"Arkin Efeoglu, Charles Møller, Michel Sérié",Communications in computer and information science,2012,"This paper outlines an artifact building and evaluation proposal. Design Science Research (DSR) studies usually consider encapsulated artifact that have relationships with other artifacts. The solution prototype as a composed artifact demands for a more comprehensive consideration in its systematic environment. The solution prototype that is composed from blending product and service prototype has particular impacts on the dualism of DSR’s “Build” and “Evaluate”. Since the mix between product and service prototyping can be varied, there is a demand for a more agile and iterative framework. Van de Ven’s research framework seems to fit this purpose. Van de Ven allows for an iterative research approach to problem solving with flexible starting point. The research activity is the result between the iteration of two dimensions. This framework focuses on the natural evaluation, particularly on ex-ante validation. A correlation between Hevner’s and Van de Vens framework is analyzed, and finally the proposal is presented.",151519244,2,59,(missing PubMedId)
(missing DOI),Editorial: Contemporary Issues in Information Systems Development,Tuure Tuunanen,The Journal of Information Technology Theory and Application,2011,"EDITORIAL NEWS This issue completes our 12th volume and our third volume as a journal of the Association for Information Systems (AIS). It is also our pleasure to announce the co-operation agreements with two AIS Special Interest Groups, the AIS SIG for Services and the AIS SIG Adoption and Diffusion of Information Technology, as well as the IFIP Working Group 8.2 for Information Systems and Organizations, and Design Science Research in Information Systems and Technology (DESRIST). Our goal is to publish a special section or a special issue for each of these communities. In the future, we look forward to welcoming other interested research communities, and thus further developing the journal. THE CURRENT ISSUE In this issue, we publish two articles that address contemporary issues in information systems development. Rajanen et al. (2011) have addressed two important themes in their research. Open source software (OSS) development has been changing the way we currently conceptualize development work. Rajanen et al. present four case studies that have applied the OSS approach to software development in different settings. The focus of their study has, however, been the usability issues in OSS development. The paper contributes to the literature by experimenting with different approaches for introducing usability activities into the OSS development context. Rajanen et al. use a consultative approach in two of the reported case studies and find that the consultative approach did not have an impact. The two latter case studies use a participative approach, which has a greater impact. These findings are important, not only in terms of the OSS development, but for the practice of information systems development in general. The second article addresses a similarly important theme in information systems development. Romanov et al. (2011) take a contextualist view to the development of IT-enabled chronic care management. They apply the principles of contextual design and contextual inquiry (Holtzblatt and Beyer 1993) for context inferred health information systems development and propose a framework for the purpose. Romanov et al. (2011) demonstrate the use of the framework through a case study. The case study illustrates how IT-enabled support for chronic care management was designed and implemented in a community clinic in the Southeast U.S. The article applies the Chronic Care Model (Wagner et al. 2001) as the theoretical foundation for the development of the framework. The article also provides interesting methodological insights to the academic audience. Finally, the paper depicts how to apply Collaborative Practice Research (Mathiassen 2002) in a case study setting over the length of three years. [Reference] REFERENCES Holtzblatt, K. …",151255596,0,6,(missing PubMedId)
(missing DOI),Bringing Contextual Dimensions into The improvement of Information System Development Practices,"Ulf Seigerroth, Mikael Lind",(missing journal),2009,"Significant attention has been paid to the improvement of system development practices. There are theories and methods that are to be used for such improvement purposes. The criticism towards these theories and methods is that many of them have a narrow focus on the system development process, methods, and tools. Too little attention is paid to business orientation, organisational aspects and social factors. In this paper we present a framework that goes beyond this narrow focus in order to serve as a support for directing focus during improvement of system development practices. The development of the framework has been driven by experiences derived from four action research projects focusing on the improvement of system development practices. Generated categories from these experiences have been validated theoretically and internally through a multi-grounded theory development process in order to arrive at a practical theory.",151052273,1,39,(missing PubMedId)
(missing DOI),A Review of Design Science in Information Systems,"Judy Marshall, Peter McKay",ACIS,2004,"This paper gives an appraisal of recent writings on design science in the information systems discipline. The authors believe that the new emphasis on design could be an insightful way to look at the discipline as long as the focus and emphasis of design science is broadened from a technical software engineering perspective to include and embrace the necessary social and organizational considerations. In addition, some potential confusions that surface in the recent design science publications are discussed, including conflating design activity with research. We argue that a reappraisal of some issues of concern may be required to ensure that design science fulfills its promise of building knowledge of design and improving practice in information systems.",150925671,88,52,(missing PubMedId)
(missing DOI),Strategizing for the bottom of the pyramid: an action research into a Mexican agribusiness,"Rafael Hernandez-Cazares, Late Lawson-Lartego, Lars Mathiassen, Sergio Quinonez-Romandia",Journal of Business & Industrial Marketing,2019,"While recent research has established that businesses can benefit from engaging with people at the bottom of the pyramid (BOP), the authors know little about the practices that managers can use to effectively strategize this ethically sound and financially attractive proposition and turn it into new business.,To address this gap, the authors reported on an action research study in which the authors collaborated with a major Mexican agribusiness, ANSA, to expand its market through value co-creation with the country’s poorest farmers. To shape the strategizing, the authors combined dynamic capability theory and options theory, and the authors used the asset hexagon framework to understand the BOP population’s needs.,The authors offer a detailed account of how ANSA’s management team collaborated downstream with distributors and farmers and upstream with suppliers to grow a new micro-franchise business that increases the well-being of the poorest farmers and creates additional business opportunities. The research describes how firms can strategize and implement new business ventures for co-creating value with the BOP population. The results are a process model and related propositions for strategizing value co-creation with BOP.,The authors offer new empirical insights, a grounded process model and model-related propositions on strategizing BOP options. As such, the study contributes to the BOP literature by joining critical ethics with actionable knowledge of how such efforts may unfold and by demonstrating how theory may be enacted and developed in the process.",150525045,20,63,(missing PubMedId)
(missing DOI),Continuous API Design for Software Ecosystems,"I. Hammouda, E. Knauss, L. Costantini",2015 IEEE/ACM 2nd International Workshop on Rapid Continuous Software Engineering,2015,"Today more and more software operates in a software ecosystem where software products and services are shared over a common technological platform between business actors. In such a setting, a software platform API becomes the interface between the platform and its owner (s) on the one side and other actors and their extensions on the other side. In such ecosystem context, platform API fitness for application development has a huge impact on the success of the ecosystem. However, software ecosystems are usually evolving at a high pace given their dynamic structure and the continuously changing business strategies of ecosystem actors. The design of APIs for software ecosystems therefore has to co-evolve. In this position paper, we propose a continuous (re-)assessment method for platform API's that takes into account ecosystem needs. We illustrate the method with insights from an ongoing case study.",149636149,14,17,(missing PubMedId)
(missing DOI),Mobile RFID &#8212; A Case from Volvo on Innovation in SCM,"M. Kuschel, G. Stefansson",Proceedings of the 39th Annual Hawaii International Conference on System Sciences (HICSS'06),2006,"Utilization of Radio Frequency Identification (RFID) is often presented as improving supply chain management even though there are still few in-depth studies that support the hype. In this work, the feasibility of a mobile RFID solution in the automotive business-to-business of Volvo has been studied. Currently, due to costs of fixed infrastructure installations, many RFID solutions can only be financially justified in a setup with high volumes and high value items. In this setup, an innovative mobile RFID solution, utilizing cellular networks with data package communication (GSM/GPRS), web technology and integration has been evaluated. This is done from the perspectives of operational reliability, usability and productivity. The empirical evidences come from more than 3.000 readings that together with qualitative research explore a unique context of mobility in which existing infrastructure is leveraged. The advantages and disadvantages of the solution are summarized into a business case feasibility. Recommendations include design constrains and development strategies.",148665408,40,29,(missing PubMedId)
(missing DOI),Pragmatism vs interpretivism in qualitative information systems research,Göran Goldkuhl,European Journal of Information Systems,2012,"Qualitative research is often associated with interpretivism, but alternatives do exist. Besides critical research and sometimes positivism, qualitative research in information systems can be performed following a paradigm of pragmatism. This paradigm is associated with action, intervention and constructive knowledge. This paper has picked out interpretivism and pragmatism as two possible and important research paradigms for qualitative research in information systems. It clarifies each paradigm in an ideal-typical fashion and then conducts a comparison revealing commonalities and differences. It is stated that a qualitative researcher must either adopt an interpretive stance aiming towards an understanding that is appreciated for being interesting; or a pragmatist stance aiming for constructive knowledge that is appreciated for being useful in action. The possibilities of combining pragmatism and interpretivism in qualitative research in information systems are analysed. A research case (conducted through action research (AR) and design research (DR)) that combines interpretivism and pragmatism is used as an illustration. It is stated in the paper that pragmatism has influenced IS research to a fairly large extent, albeit in a rather implicit way. The paradigmatic foundations are seldom known and explicated. This paper contributes to a further clarification of pragmatism as an explicit research paradigm for qualitative research in information systems. Pragmatism is considered an appropriate paradigm for AR and DR.",148587128,792,121,(missing PubMedId)
(missing DOI),A Socio-Technical Approach to Manage Analytics-as-a-Service – Results of an Action Design Research Project,"Christian Dremel, Emanuel Stoeckli, Jochen Wulf, Walter Brenner",Wirtschaftsinformatik und Angewandte Informatik,2018,"The ability to generate business-relevant information and its use for business process improvements is a key success factor for businesses today. Answering the call for further research on success-relevant practices and instruments for managing business analytics, we report on the results of a three-year action design research project at a global car manufacturer. Drawing on the socio-technical systems theory, we identify seven meta-requirements and specify four principles for the design of an instrument to manage Analytics-as-a-Service (Aaas) portfolios. Our results reinforce the importance of coordinating different socio-technical components in business analytics initiatives and demonstrate how concrete management instruments, such as the proposed portfolio management tool, contribute to socio-technical alignment. For practitioners, the documented design components may provide guidance on how to design and implement similar instruments that support the management of Aaas portfolios.",148544645,2,51,(missing PubMedId)
(missing DOI),Managing Normative Criteria in Action Research: A Reflexive Analysis,Nina Boulus-Rødje,Scandinavian Journal of Information Systems,2013,"A much revisited question within the field of Information Systems is how research - ers can intervene in the context of large-scale, complex and heterogeneous information in - frastructures, while ensuring impact on field settings. To explore this question, I draw upon my interventions and fieldwork experiences from an action research project in a healthcare infrastructural setting. I use these experiences as a basis for appraising the normative crite - ria for rigor and relevance that are enacted in IS action research literature. I argue that while these criteria originally had important contributions, there are also weaknesses with norma - tive approaches. Specifically, these norms of action research leave relatively little space for understanding and managing emerging empirical uncertainties. These norms are important because they have implications not only on how we conduct action research in practice, but also on how we share research experiences, document and report research processes, and on how we use this literature for teaching and training purposes. Therefore, we need meth- odological perspectives more adequate to the varied experiences of empirical IS research. I propose replacing the normative frameworks found in some IS action research literature with a reflexive framework that encourages researchers to investigate critically how their methods are enacted and practiced in the field. The contribution of this paper lies in pro - viding a reflexive analysis of the situated and emergent challenges encountered when han - dling action researcher's dual agenda of combining academic and practical contribution.",148416503,6,65,(missing PubMedId)
(missing DOI),From Dichotomy to Ambidexterity: Transcending Traditions in Software Management,"Nannette P. Napier, Lars Mathiassen, Daniel Robey",Americas Conference on Information Systems,2007,"Despite documented best practices and specialized tools, managers continue to face major challenges in software development. While managers are traditionally advised to choose between plan-driven and agile principles, software organizations increasingly face situations in which they need to take advantage of both. There is, however, limited actionable advice on how managers can shape the organizational context to develop such capability. We therefore combine theory on ambidexterity and contextualist inquiry to report from a two-year action research study at TelSoft. As a result, we propose a model for how software organizations can become ambidextrous through the processes of diagnosing, visioning, intervening, and practicing and discuss the implications for research and practice into software management.",147807894,6,49,(missing PubMedId)
(missing DOI),Achieving Contextual Ambidexterity Through the Implementation of High Performance Work Systems (HPWS),Alexandro F. Armour,(missing journal),2014,(missing abstract),147483581,6,151,(missing PubMedId)
(missing DOI),ICT-enabled Refugee Integration: A Research Agenda,"Safa'a AbuJarour, Manuel Wiesche, Antonio Díaz Andrade, Jane Fedorowicz, Hanna Krasnova, Sebastian Olbrich, Chee-Wee Tan, Cathy Urquhart, Viswanath Venkatesh",Social Science Research Network,2019,"The recent phenomenon that has become known as the European refugee crisis is, in reality, a global problem. Accordingly, issues regarding refugee integration have become a central debate topic worldwide. In this paper, we examine how refugees use information and communication technology (ICT) in different regions across the world to understand how ICT supports their desperate journey to safety, their stay in temporary settlement camps, and their post-settlement inclusion in host countries. We conducted a series of interviews with Syrian refugees in Berlin, Germany, to collect preliminary insights. Then, we organized panel discussions at two key information systems conferences (ICIS 2016 and ECIS 2017) that involved participants from various countries. The panel discussions revealed seven key research themes: accessibility to information, availability of education and linguistic resources, admissibility to labor markets and entrepreneurship opportunities, communicability with home country, connectedness with local population, interactivity with host government, and volunteer coordination. We discuss how ICT might help to address issues related to each theme, present research questions relevant to each theme, and supply an illustration of how ICT has been employed to address an aspect of each theme. Insights gathered lead to theoretical implications and future opportunities for research in the information systems field, practical implications for different stakeholders interested in refugee integration to consider, and social implications related to refugee crisis that we cannot ignore.",147434468,46,80,(missing PubMedId)
(missing DOI),A JOURNEY INTO THE HIDDEN LIVES OF ELECTRONIC MEDICAL RECORDS (EMRS): ACTION RESEARCH IN THE MAKING,Nina Boulus,(missing journal),2009,........................................................................................................................... iii Dedication......................................................................................................................... iv Acknowledgements ........................................................................................................... v Table of,147299788,8,271,(missing PubMedId)
(missing DOI),Human-Computer Interaction - INTERACT 2017,"Vanessa Cesário, Sonia Matos, Marko Radeta, Valentina Nisi",Lecture Notes in Computer Science,2017,(missing abstract),146995725,16,751,(missing PubMedId)
(missing DOI),IT-Enabled Revenue Cycle Transformation in Resource-Constrained Hospitals: A Collaborative Digital Options Inquiry,"Rajendra Singh, Vitali Mindel, Lars Mathiassen",Journal of Management Information Systems,2017,"Although hospitals increasingly consider solutions based on information technolgy (IT) for revenue cycle management, contextual constraints and numerous IT investment alternatives make it difficult...",146914240,15,130,(missing PubMedId)
(missing DOI),Useful business cases: value creation in IS projects,"Peter Nielsen, John Stouby Persson",European Journal of Information Systems,2017,"Business cases have become popular as part of managing value creation in IS projects. Nevertheless, business cases are often poorly linked to value creation activities and organizations struggle to develop business cases that are useful and express more than simple cost savings. This action research study seeks to improve the usefulness of business cases in IS projects. We used collaborative action research with Danish municipalities to improve their practices when developing and using business cases and to change their perceptions of what constitutes a good business case that is useful during implementation and value creation. This article presents lessons learned from our action research, lessons that we incorporated into a business case method and subsequently evaluated with IS managers. There are three lessons on (1) improving the content of business cases, (2) how to develop business cases, and (3) the use of business cases in subsequent value creation. These lessons summarize our findings and the contributions are that we in the business case method propose to (1) include minimal contents, (2) develop social commitment, and (3) structure for dynamic use during value creation. We discuss the lessons and contributions related to research on IS business cases and value creation.",146751555,38,108,(missing PubMedId)
(missing DOI),Analyzing Knowledge Flows as a Prerequisite to Improve Systems Development Practice,"Bo Hansen Hansen, Karlheinz Kautz",European Conference on Information Systems,2004,"Knowledge is a key parameter for a modern company’s survival. The ability to continuously become better at producing services relies on the organisation’s abilities to develop and utilise the intellectual competences of its employees. Systems and software development organisations are no exception here. In this paper we present the concept of knowledge flow and an accompanying mapping technique to analyze knowledge management related issues as a prerequisite to improving systems development practice. Developed in an action research project, we demonstrate the benefits of the concept and the technique in a concrete case and point to further research and application challenges.",146026767,6,22,(missing PubMedId)
(missing DOI),"Healthcare Information Systems:design Theory, Principles And Application",Sandra M. Richardson,(missing journal),2005,"Healthcare information systems (HISs), as a class of systems, are not currently addressed in the MIS literature. This is in spite of a sharp increase in use over the past few years, and the uniquely qualified role that MIS has in the development of, impact and general understanding of HISs. In this project the design science paradigm frames the development of a set of design principles derived from the synthesis of the design literature, ethics literature, and professional guidelines, from both the medical and computing professions. The resulting principles are offered to address the design of healthcare information systems. Action research, a widely accepted methodology for testing design principles derived from the design science paradigm, is employed to test the HIS principles and to implement change in a healthcare organization through the use of an HIS. The action research project was a collaborative effort between a Central Florida hospice and the researcher, the result of which was an advanced directives decision support system. The system was design to meet a number of organizational goals that ranged from tracking compliance with federal regulations to increasing the autonomy of the patients that used the system. The result is a set of tested design principles and lessons learned from both anticipated and unanticipated consequences of the action research project.",145602704,3,74,(missing PubMedId)
(missing DOI),Development of IT-Enabled Chronic Care Management for the Medically Underserved: A Contextualist Framework,"Darryl Romanow, Lars Mathiassen, Glenn Landers, Chris Parker",The Journal of Information Technology Theory and Application,2011,"Abstract: While efforts to address the management of chronic diseases in the context of large, urban hospitals are underway, the literature is silent on how to facilitate such efforts in the community clinics that provide services to many chronic-care patients who are medically underserved. We offer a contextualist framework for developing IT-enabled chronic care management in community clinics. To understand and support the required collaboration between diverse stakeholders located across institutional boundaries, the framework adapts Pettigrew's Contextual Inquiry as the overarching analytical lens. The framework focuses on the context of community clinics, including patients, clinicians, administrators, technology providers, and institutional partnerships; it considers the content of developing IT-support based on the Chronic Care Model, and, as basis for the development process, it adapts Holtzblatt and Beyer's Contextual Design principles. We demonstrate the workings of the framework through a case study of how IT-enabled support for chronic care management was designed and implemented into a community clinic in the Southeast U.S. over a three-year period, and, finally, we discuss its theoretical and practical implications in relation to extant literature. Keywords: contextualist framework, IT development, chronic care management, electronic health record INTRODUCTION Healthcare in the U.S. represents a large and growing portion of the GDP, with 2007 per capita spending rising to $7,421, or 16.2 percent of GDP (Hartman et al. 2009), and chronic diseases are the leading cause of death, consuming roughly 75 percent of all health expenditures (www.cdc.gov/chronicdisease/resources/publications/ AAG/pdf/chronic.pdf). To improve management of chronic patients over long periods of time, clinicians have investigated more holistic treatment methodologies, such as the Chronic Care Model (CCM) (Wagner et al. 2001). The CCM is based on six critical elements: (1) community resources with linkages to other healthcare agencies, (2) self-management support to inform, educate, and engage patients, (3) leadership focus on quality of care within provider organizations, (4) delivery system design to ensure coordination between providers for a given patient, (5) evidence-based decision support, and (6) clinical information support for managing lifelong chronic conditions. Developed more than a decade ago, the CCM has become widely adopted in the U.S. and around the world (Coleman 2009). However, to date, research on the CCM has focused on the effectiveness of the CCM in larger healthcare system settings, with little emphasis on smaller primary care facilities that lack the formal infrastructure to support quality improvement efforts (Strickland et al. 2010). Based on the CCM, several types of Health Information Technology (HIT) are critical enablers of improving chronic care management. Electronic Health Records (EHR) can help institutions manage and share chronic care data. While the promise of the EHR has been espoused for over forty years, their adoption in North America has been limited (Goldschmidt 2005, Simon et al. 2007). More recently, clinical support systems incorporating evidence-based medicine have been integrated into some EHR systems. These systems aim to leverage patient information into recommendations, with the results provided to clinicians in a timely fashion, often in the form of alerts and reminders (Austin et al. 1994). Although these tools are supportive of chronic care management, the predominant share of provider organizations has not yet adopted them (Simon et al. 2007, Yu et al. 2009). Focusing on chronic care patients, personal health records (PHR) are also important. These systems interact with the providers' EHR systems, but there are challenging issues related to the security and confidentiality of records shared via the Internet (Grimson 2001, Pratt et al. 2006, Tang et al. …",145014456,5,70,(missing PubMedId)
(missing DOI),How has Agile Methods Inspired an Industrywide Project Management Initiative,"L. Heeager, Per Svejvig, Bjarne Rerup Schlichter",(missing journal),2015,". Increased complexity in projects has forced new project management initiatives. In software development several agile methods have emerged and methods such as Scrum are today highly implemented in practice. General project management practice has been inspired by agile software development. But in order to fully understand and to provide suggestions for future practice on how agility can be incorporated in general project management, this paper addresses how agile methods have inspired general project management practices. To answer the research question, the paper provides an analysis which compares ten characteristics of agile software development (identified in theory) and the general project management method developed by the Danish Project Half Double (PHD) initiative. The method consists of 10 leading stars (principles) and the impact, flow and leadership (IFL) method for rethinking project management. The analysis showed how general project management to a large degree has been conquered by agile methods.",144867595,0,57,(missing PubMedId)
(missing DOI),Embracing Digital Innovation in Incumbent Firms: How Volvo Cars Managed Competing Concerns,"F. Svahn, L. Mathiassen, R. Lindgren",MIS Q.,2017,"Past research provides instructive yet incomplete answers as to how incumbent firms can address competing concerns as they embrace digital innovation. In particular, it offers only partial explanations of why different concerns emerge, how they manifest, and how firms can manage them. In response, we present a longitudinal case study of Volvo Cars'connected car initiative. Combining extant literature with insights from the case, we argue that incumbent firms face four competing concerns—capability (existing versus requisite), focus (product versus process), collaboration (internal versus external), and governance (control versus flexibility)—and that these concerns are systemically interrelated. Firms must therefore manage these concerns cohesively by continuously balancing new opportunities and established practices.",143774151,894,82,(missing PubMedId)
(missing DOI),The research practice of practice research : theorizing and situational inquiry,Göran Goldkuhl,(missing journal),2010,"An approach to practice research is presented. The main ideas of practice research is 1) to consider the empirical field in terms of practices, 2) to develop knowledge through situational inquiries ...",143459735,50,81,(missing PubMedId)
(missing DOI),Nine Challenges for e-Government Action Researchers,"J. B. Berger, J. Rose",International journal of electronic governance and research,2015,"Action research is widespread in many of the background disciplines that underpin the e-Government field and is beginning to take root as a legitimate e-Government research method. Canonical Action Research CAR is the most widely used form of action research; however it relies on premises that can be problematic in the e-Government context. This article details some of those underlying assumptions, and shows the difficulties that result when applied to a relatively typical e-Government case study: the implementation of an advanced email system in Danish public administration. The empirical experience calls many of the standard premises into question, and these are categorised. The authors summarize the resulting experience as nine challenges for action researchers working in the e-Government field, and investigate some possible responses.",142576241,13,48,(missing PubMedId)
