Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"Preparing global engineers: USA-India academia & industry led approach","A major challenge in engineering education today in India is preparing students with the skill set needed for a global industry. This paper describes an innovative partnership between two institutions of higher education in India and USA and a multinational corporation to address this challenge. The collaborative manner in which the industry and institutions internationalized the curriculum is a key feature of this program. This unique approach has resulted in the employees of a multinational company in India being able to get two high quality Masters-level degrees in engineering, customized to their current and future requirements at a very affordable price point. This paper looks at cost savings, collaborative course development between industry and international academia, using technology to deliver courses and on-the-job professional development program for employees while keeping the employees motivated. But there are also interesting lessons learnt regarding teaching in English, adjusting to the local cultural context and the overall integration into the Indian academic setting. The process innovation described here would be of great interest to academia, industry and education policy makers and has the potential to be replicated in the entire field of non-engineering and interdisciplinary academic programs.","Manoj Pokkiyarath; R. Raman; K. Achuthan; B. Jayaraman","2014","2014 IEEE Frontiers in Education Conference (FIE) Proceedings","10.1109/fie.2014.7044385","6","false","https://doi.org/10.1109/fie.2014.7044385","Multinational corporation; Context (archaeology); General partnership; Curriculum; Engineering education; Corporation; Engineering management; Business; Engineering; Public relations","en","-","Include"
"Evaluation in practice: artifact-based requirements engineering and scenarios in smart mobility domains","Context: In the context of the research and development project ARAMiS, multiple partners from research and industry are collaborating in the development of new methods and technologies in the field of multicore systems. Goal: We designed and executed studies for evaluating the results of the ARAMiS sub-project responsible for requirements engineering: an artifact-based requirements engineering approach, its tooling, and a cross-domain scenario. Method: This evaluation was performed along with the dissemination of the results in the project. The evaluation included two studies aimed at collecting the opinions of the project participants regarding the requirements engineering results from the viewpoints of industry and research. Results: The mainly positive results showed us that the different parts of the requirements engineering approach in this project are being accepted. Conclusions: Nonetheless, especially the results for the scenario revealed some weaknesses, such as the so-called ""ARAMiS gap"", i.e., a gap between the high-level requirements engineering artifacts and the detailed engineering artifacts.","Constanza Lampasona; Philipp Diebold; J. Eckhardt; Rolf Schneider","2014","International Symposium on Empirical Software Engineering and Measurement","10.1145/2652524.2652582","2","false","https://doi.org/10.1145/2652524.2652582","Viewpoints; Requirements engineering; Artifact (error); Context (archaeology); Computer science; Domain (mathematical analysis); Engineering management; Systems engineering; Requirements analysis; Field (mathematics)","en","-","Include"
"CodeFu: coding competition as a tool for industry university collaboration","In this paper, we describe the experiences from the collaboration between a software company and university. The company organizes a coding competition on which the best students from Macedonia participate. The competition quickly got the attention of university students and proved to be an arena where they show their knowledge. The involvement of the university staff in the competition directly and indirectly and the involvement of the company in the training process proved to be beneficial both for university and for company. The competition initiates skill improvement and this makes the Macedonian companies more competitive on the regional and European markets.","A. Nikov; I. Kulev; Pance Cavkovski; A. Mishev; V. Trajkovik; D. Trajanov","2014","WISE@ASE","10.1145/2647648.2647657","2","false","https://doi.org/10.1145/2647648.2647657","Competition (biology); Macedonian; Business; Process (computing); Coding (social sciences); Knowledge management; Engineering management; Industrial organization; Marketing; Computer science","en","-","Include"
"Get the cogs in synch: time horizon aspects of industry--academia collaboration","In industry--academia collaboration projects, there are many issues related to different time horizons in industry and academia. If not adressed upfront, they may hinder collaboration in such projects. We analyze our experiences from a 10 year industry--academia collaboration program, the EASE Industrial Excellence Center in Sweden, and identify issues and feasible practices to overcome the hurdles of different time horizons. Specifically, we identify issues related to contracts, goals, results, organization (in)stability, and work practices. We identify several areas where the time horizon is different, and conclude that mutual awareness of these differences and management commitment to the collaboration are the key means to overcome the differences. The launch of a mediating institute may also be part of the solution.","P. Runeson; Sten Minör; Johan Svenér","2014","WISE@ASE","10.1145/2647648.2647652","14","true","https://doi.org/10.1145/2647648.2647652","Excellence; Key (lock); Work (physics); Horizon; Center of excellence; New horizons; Knowledge management; Computer science; Business; Engineering management","en","-","Include"
"Foundations for long-term collaborative research","Collaborative research between academia and industry is considered by many the perfect combination of expertise. The strong academic theoretical background is perfectly complemented by the applied knowledge of the industry. Yet we see many collaborative projects that fail to deliver the intended results. We believe that long-term collaboration should be based on foundations that ensure its success. In this paper we aim at defining those foundations by reflecting on the successful collaborative research projects we achieved.","A. Kanso; D. Monette","2014","WISE@ASE","10.1145/2647648.2647654","10","false","https://doi.org/10.1145/2647648.2647654","Term (time); Computer science; Knowledge management; Collaborative software; Engineering ethics; Engineering management; Management science; Process management; Engineering; Quantum mechanics","en","-","Include"
"Finding relevant research solutions for practical problems: the serp taxonomy architecture","Background: Experience and research indicates that there exist a communication gap between research and industry in software engineering.","K. Petersen; Emelie Engström","2014","WISE@ASE","10.1145/2647648.2647650","23","true","https://doi.org/10.1145/2647648.2647650","Computer science; Software engineering; Software; Management science; Data science; Engineering; Programming language","en","-","Include"
"Practical experiences in designing and conducting empirical studies in industry-academia collaboration","More and more, software engineering researchers are motivated to solve real problems that bring value to industry. An example is the industry-academia collaboration described in this paper among everis, an IT consulting firm, and the GESSI research group at UPC. The goal of this paper is twofold: to evaluate the success of the collaboration, and to report the experience with conducting empirical studies in the industry and lessons learnt. We evaluated our collaboration with an existing model for technology transfer, and performed a focus group discussion to identify challenges we have faced. After initialization and alignment of the collaboration, a high maturity level has been achieved: we have obtained the first results in form of proposed solutions, scientific publications, and pilots run in real projects. In spite of this positive progress, further initiatives need to be undertaken in the last phases of the collaboration to achieve high degrees of maturity in deployment impact, industry benefit and innovativeness. Evaluating the collaboration has been positive, since we identified the next steps to be taken to achieve a high degree of technology transfer and innovation dissemination. We think it is a needed step in industry-academia collaborations in order to improve their success.","Silverio Martínez-Fernández; Helena Martins Marques","2014","Conducting Empirical Studies in Industry","10.1145/2593690.2593696","16","true","https://doi.org/10.1145/2593690.2593696","Software deployment; Maturity (psychological); Capability Maturity Model; Order (exchange); Empirical research; Initialization; Computer science; Engineering management; Technology transfer; Value (mathematics)","en","-","Include"
"Lessons learned on applying design science for bridging the collaboration gap between industry and academia in empirical software engineering","Collaboration between industry practitioners and researchers has been reported as a challenge to conduct empirical studies in software engineering. Gaining practitioners interest in research activities is challenging in the software development industry characterized by tough competition and short time-to-market. Often, practitioners do not see the direct value in collaborating with researchers. Meanwhile, researchers are frequently frustrated because they have no access to the real-world data that would enable them to develop scientific knowledge. Design science has become a popular research framework in Information Systems. This paper describes our lessons learned on how design science can help to attract and motivate industry practitioners to take part in empirical research. We present our practical experiences with using design science in the context of empirical software engineering, and how the design science framework helped us to bridge the collaborative gap with our industry partners. In illustrating our experiences, we present two case studies conducted in collaboration with Ericsson and Elektrobit in which the design science framework was followed. Based on our experience, design science is a suitable research framework for empirical software engineering since much of the research in the field is constructive. The similarities between the design science practices and the day-to-day work of practitioners in industry make it easy for them to understand the research approach. Thus, it supports their willingness to participate in research activities.","Pilar Rodríguez; P. Kuvaja; M. Oivo","2014","Conducting Empirical Studies in Industry","10.1145/2593690.2593694","20","false","https://doi.org/10.1145/2593690.2593694","Design science; Empirical research; Bridging (networking); Knowledge management; Constructive; Computer science; Context (archaeology); Engineering management; Management science; Engineering","en","-","Include"
"Industry-University Collaborations in Canada, Japan, the UK and USA – With Emphasis on Publication Freedom and Managing the Intellectual Property Lock-Up Problem","As industry-university collaborations are promoted to commercialize university research and foster economic growth, it is important to understand how companies benefit from these collaborations, and to ensure that resulting academic discoveries are developed for the benefit of all stakeholders: companies, universities and public. Lock up of inventions, and censoring of academic publications, should be avoided if feasible. This case-study analysis of interviews with 90 companies in Canada, Japan, the UK and USA assesses the scope of this challenge and suggests possible resolutions. The participating companies were asked to describe an important interaction with universities, and most described collaborative research. The most frequently cited tensions concerned intellectual property management and publication freedom. IP disagreements were most frequent in the context of narrowly-focused collaborations with American universities. However, in the case of exploratory research, companies accepted the IP management practices of US universities. It might make sense to let companies have an automatic exclusive license to IP from narrowly defined collaborations, but to encourage universities to manage inventions from exploratory collaborations to ensure development incentives. Although Canada, the UK and US have strong publication freedom guarantees, tensions over this issue arose frequently in focused collaborations, though were rare in exploratory collaborations. The UK Lambert Agreements give sponsors the option to control publications in return for paying the full economic cost of a project. This may offer a model for the other three countries. Uniquely among the four countries, Japan enables companies to control exclusively most collaborative inventions and to censor academic publications. Despite this high degree of control, the interviews suggest many companies do not develop university discoveries to their full potential. The steps suggested above may rebalance the situation in Japan. Overall, the interviews reveal the complexity of these issues and the need for flexibility on the part of universities and companies.","R. Kneller; M. Mongeon; Jeff Cope; C. Garner; P. Ternouth","2014","PLoS ONE","10.1371/journal.pone.0090302","43","-","https://doi.org/10.1371/journal.pone.0090302","","-","-","Include"
"Software Analytics in Practice","With software analytics, software practitioners explore and analyze data to obtain insightful, actionable information for tasks regarding software development, systems, and users. The StackMine project produced a software analytics system for Microsoft product teams. The project provided lessons on applying software analytics technologies to positively impact software development practice. The lessons include focusing on problems that practitioners care about, using domain knowledge for correct data understanding and problem modeling, building prototypes early to get practitioners' feedback, taking into account scalability and customizability, and evaluating analysis results using criteria related to real tasks.","Dongmei Zhang; Shi Han; Yingnong Dang; Jian-Guang Lou; Haidong Zhang; Tao Xie","2013","IEEE Software","10.1109/ms.2013.94","37","false","https://doi.org/10.1109/ms.2013.94","Software analytics; Computer science; Software development; Software engineering; Analytics; Domain (mathematical analysis); Software project management; Software peer review; Data science; Software","en","-","Include"
"Dealing with Software Model Quality in Practice: Experience in a Research Project","Although past research has resulted in different means to deal with software model quality, creation of adequate software models remains challenging. Any modelling effort must be carefully analysed and planned before it starts, and definition or adoption of modelling guidelines is usually necessary. In addition, the amount of publications addressing model quality in practice is low, and the knowledge about others' experience regarding model quality is limited. This paper reports on our experience in dealing with software model quality in the context of a project between industry and academia. Such a project corresponds to a large-scale research project in which modelling has been used both as part of the necessary work for executing the project and for creating project results. We present how we have dealt with model quality in requirements modelling and in conceptual model specification, as well as a set of lessons learned. The insights provided can help both researchers and practitioners when having to deal with software model quality.","J. Vara; H. Espinoza","2013","International Conference on Quality Software","10.1109/qsic.2013.40","3","false","https://doi.org/10.1109/qsic.2013.40","Computer science; Software project management; Software quality; Quality (philosophy); Conceptual model; Context (archaeology); Software engineering; Software development; Software; Engineering management","en","-","Include"
"A little rebellion now and then is a good thing: Views on the requirements engineering conference","A little rebellion now and then is a good thing. This short position statement describes my views on some of the challenges associated with many conferences, the Requirements Engineering Conference being among them. The main concepts are; the goals, as well as criteria for paper selection for the conference should be defined explicitly, and shared with the community. Industry involvement in the conference should be increased, but the focus of all tracks should be quality - what constitutes quality however needs to be defined and agreed on. Industrial validation of research results have to be more than an intention. Last but not least, how papers are presented and discussed needs to change, focusing on quality over quantity.","T. Gorschek","2013","IEEE International Requirements Engineering Conference","10.1109/re.2013.6636751","-","true","https://doi.org/10.1109/re.2013.6636751","Quality (philosophy); Focus (optics); Position (finance); Statement (logic); Computer science; Position paper; Selection (genetic algorithm); Engineering ethics; Engineering management; Engineering","en","-","Include"
"Specifying a framework for evaluating requirements Engineering Technology: Challenges and lessons learned","Evaluating requirements engineering technology is a challenging activity. It becomes even more difficult when having to evaluate the technology and thus to show its suitability in real settings, as access to industrial resources might be limited and the target domain might be complex or very sensitive. This paper reports on our experience in specifying an evaluation framework for requirements engineering technology. The technology aims to improve safety assurance and certification practices, and is being developed in the scope of a large-scale European research project. We focus on presenting the challenges encountered and the lessons learned while specifying the framework. These lessons summarise how we addressed, plan to address, or propose to address the challenges. This information can be useful for other researchers and practitioners that have to evaluate requirements engineering technology in general, and with industry and for safety assurance and certification in particular.","J. Vara; D. Falessi; E. Verhulst","2013","2013 3rd International Workshop on Empirical Requirements Engineering (EmpiRE)","10.1109/empire.2013.6615209","2","false","https://doi.org/10.1109/empire.2013.6615209","Scope (computer science); Certification; Computer science; Engineering management; Domain (mathematical analysis); Requirements engineering; Plan (archaeology); Safety case; Requirements analysis; Quality assurance","en","-","Include"
"Empirical software engineering research with industry: Top 10 challenges","Software engineering research can be done in many ways, in particular it can be done in different ways when it comes to working with industry. This paper presents a list of top 10 challenges to work with industry based on our experience from working with industry in a very close collaboration with continuous exchange of knowledge and information. The top 10 list is based on a large number of research projects and empirical studies conducted with industrial research partners since 1983. It is concluded that close collaboration is a long-term undertaking and a large investment. The importance of addressing the top 10 challenges is stressed, since they form the basis for a long-term sustainable and successful collaboration between industry and academia.","C. Wohlin","2013","Conducting Empirical Studies in Industry","10.1109/cesi.2013.6618469","64","false","https://doi.org/10.1109/cesi.2013.6618469","Empirical research; Work (physics); Investment (military); Software; Engineering management; Term (time); Computer science; Industry 4.0; Knowledge management; Engineering","en","-","Include"
"Success factors for empirical studies in industry-academia collaboration: A reflection","We conducted several empirical studies over the last couple of years as part of a collaboration with industrial partners in the area of software product lines. Our studies differed regarding their motivation and goals, their scope, the research methods applied, and the involved subjects. In this experience paper we briefly summarize the studies and their key characteristics. We reflect on our experiences based on the success factors for industry-academia collaborations by Wohlin et al. We discuss the role of empirical studies in long-term industry-academia collaborations and present lessons learned.","P. Grünbacher; R. Rabiser","2013","Conducting Empirical Studies in Industry","10.1109/cesi.2013.6618466","14","false","https://doi.org/10.1109/cesi.2013.6618466","Scope (computer science); Empirical research; Success factors; Reflection (computer programming); Knowledge management; Product (mathematics); Key (lock); Computer science; Business; Engineering","en","-","Include"
"Empirical studies for innovation dissemination: ten years of experience","Context: technology transfer and innovation dissemination are key success factors for an enterprise. The shift to a new software technology determines inevitable changes to ingrained and familiar processes and at the same time leads to changes in practices, requires training and commitment on behalf of technical staff and management. As so, it cannot leave out neither organizational nor technical factors. Objective: our conjecture is that the process of innovation dissemination is facilitated if the new technology is supported by empirical evidence. In this sense, Empirical Software Engineering (ESE) serves as support for transferring an innovation, either it being a process or product, within production processes. Method: this paper investigates the relation between empirical studies and technical/organizational factors in order to identify the most suitable empirical study for disseminating an innovation in an enterprise. The analysis has been carried out with respect to empirical studies carried out during a ten year time span within the Software Engineering Research LABoratory (SERLAB), at the University of Bari. Results: the results point out that a critical factor in designing empirical studies is the quality model, i.e. measurement program defined by researchers during the study and used to collect relevant information on the effectiveness and efficacy of the innovation being transferred, in order to gain commitment on behalf of stakeholders who will finally adopt the technology. Conclusion: the study outcomes provide an empirically founded guideline that can be used when choosing the most appropriate approach for addressing an innovation.","M. T. Baldassarre; D. Caivano; G. Visaggio","2013","International Conference on Evaluation & Assessment in Software Engineering","10.1145/2460999.2461020","27","false","https://doi.org/10.1145/2460999.2461020","Dissemination; Empirical research; Knowledge management; Context (archaeology); Computer science; Innovation management; Process (computing); Product (mathematics); Order (exchange); Technology management","en","-","Include"
"Towards customer-based requirements engineering practices","Factors related to the requirements engineering process and customers have been repeatedly reported among those that most strongly influence the success of a software project. However, requirements engineering research has so far barely studied practice from a customer-based perspective. Furthermore, rigorous evidence about customers' perspectives regarding requirements engineering approaches is scarce, and links between customer-based requirements engineering research and the industrial practices are necessary. This paper argues that new research is necessary to tackle the above weaknesses. Our position is that: requirements specification approaches must be validated from a customer-based perspective; the influence of customers' characteristics on the requirements engineering process must be studied in more depth; and potential customer-based improvements in practice must be assessed. We also present situations in which the results from these activities would help practitioners, propose a research agenda to execute these activities, and discuss challenges that might hinder their execution.","J. Vara; L. Hoyos; E. Collado; M. Sabetzadeh","2012","2012 Second IEEE International Workshop on Empirical Requirements Engineering (EmpiRE)","10.1109/empire.2012.6347680","5","false","https://doi.org/10.1109/empire.2012.6347680","Requirements engineering; Computer science; Requirement; Requirements analysis; Process (computing); Perspective (graphical); Requirements management; Requirements elicitation; Process management; Engineering management","en","-","Include"
"Industry-Academy Collaboration in Agile Methodology: Preliminary Findings of a Systematic Literature Review",": Collaborative Research between Industry and Academia (IAC) in Software Engineering (SE) is being applied and developed in practice. Collaborative practices help both environments, from academic and software industry perspectives. As a way of observing what is being developed in the SE, the objective of this article is to present an exploratory and empirical study of IAC practices in the scope of Agile Software Development (ASD), exploring and characterizing solutions and practices, the challenges found in the application of the IAC and the collaboration. A Systematic Literature Review (SLR) was carried out in five main academic databases, evaluating/analyzing 7143 articles, totalling 12 articles approved following the proposed criteria. As preliminary findings of the data analysis, 76 good practices and 37 challenges in carrying out the IAC were described. As well, practical models for the application of IAC were detailed.","D. Marques; Tâmara D. Dallegrave; Luis E. L. Barbosa; C. Rodrigues; W. Santos","2022","International Conference on Enterprise Information Systems","10.5220/0011115900003179","4","-","https://doi.org/10.5220/0011115900003179","","-","-","Include"
"Critical Success Factors of University-Industry R&D Collaborations","University-industry R&D collaborations (UICs) play a vital role in stimulating open innovation that leads to new products, processes, and services that creates value for customers and broader societal impact. UICs, however, commonly fail to meet these stakeholders’ benefits. This study identifies thirty-four critical success factors (CSFs) for improving UIC success. The study includes a systematic literature review and a longitudinal UIC case study between Bosch Car Multimedia in Portugal and University of Minho, a multi-million Euro R&D collaboration from 2013 to 2021. The importance of the CSFs is discussed in the context of the UIC lifecycle. A survey among researchers and industry practitioners involved in R&D collaborative projects was completed to confirm the analysis of the empirical results. This paper provides UIC managers with CSFs, which, when addressed competently, can provide a basis for successful UIC projects and sustainable university-industry collaborations.","G. Fernandes; J. Santos; Pedro Ribeiro; L. M. D. Ferreira; D. O’Sullivan; Daniela Barroso; Eduardo B. Pinto","2022","CENTERIS/ProjMAN/HCist","10.1016/j.procs.2023.01.458","21","true","https://doi.org/10.1016/j.procs.2023.01.458","Context (archaeology); Critical success factor; Computer science; Value (mathematics); Business; Knowledge management; Marketing; Engineering management; Engineering; Machine learning","en","-","Include"
"Critical success factors in university-industry collaboration: a bibliometric analysis","Considering the technological development, and particularly the global pandemic of COVID-19, it is essential to align universities and companies as agents in the transformation of society. However, a portion of academic research results does not find application in the productive sector. To better understand such (dis)connection, this study aims to verify in the scientific literature the critical success factors proper to the collaboration between universities and companies. Therefore, a bibliographic survey was carried out in the Scopus and Web of Science databases, considering the period 2000-2020 as temporality. From a quantitative point of view, a bibliometric analysis is presented regarding the year of publication, origin, thematic categories, authorship and co-citation networks, and with a qualitative character, through content analysis, critical factors were identified, with emphasis on trust, commitment, assumption of risks, realistic and well-defined objectives, managerial engagement of project coordinators, university reputation, previous experience in collaboration, communication and organizational culture.","Ernani José Fortunato Lisbôa Enke; M. Martens; C. D. P. Martens; Dariane Beatriz Shoffen Enke; J. C. Contador; Thyago Bachim; A. R. Coutinho; Walter Cardoso Satyro","2021","Research, Society and Development","10.33448/rsd-v10i13.21316","5","-","https://doi.org/10.33448/rsd-v10i13.21316","","-","-","Include"
"Knowledge Management in University-Software Industry Collaboration","The university-software industry collaboration relationship has been represented a key resource, to the extent that together they can more easily promote technological development that underpins innovation solutions. Through a literature review, this chapter aims to explore the concepts and the facilitator or inhibitor factors associated with the collaboration relationships between university and software industry, taking knowledge management into account. This chapter is organized as follows. In the first section, the authors briefly introduce university, software industry, and knowledge management. The following section, based on the literature reviewed, provides a critical discussion of the university-software industry collaboration relationship, knowledge management in knowledge intensive organizations or community, and knowledge management in collaboration relationship between these two types of industries. Finally, in the rest of the sections, the authors point to future research directions and conclude.","Marcello Chedid; L. Teixeira","2021","Handbook of Research on Modern Educational Technologies, Applications, and Management","10.4018/978-1-7998-3476-2.ch028","2","-","https://doi.org/10.4018/978-1-7998-3476-2.ch028","","-","-","Include"
"Solving Problems or Enabling Problem-Solving? from Purity in Empirical Software Engineering to Effective Co-production (Invited Keynote)","-","T. Gorschek; D. Méndez","2021","International Conference on Software Quality. Process Automation in Software Development","10.1007/978-3-030-65854-0_9","3","false","https://doi.org/10.1007/978-3-030-65854-0_9","Context (archaeology); Excellence; Production (economics); Empirical research; Software; Dependency (UML); Work (physics); Computer science; Engineering management; Management science","en","8","Include"
"Contemporary Empirical Methods in Software Engineering","This book presents contemporary empirical methods in software engineering related to the plurality of research methodologies, human factors, data collection and processing, aggregation and synthesis of evidence, and impact of software engineering research.","M. Felderer; G. Travassos","2020","-","10.1007/978-3-030-32489-6","56","true","https://doi.org/10.1007/978-3-030-32489-6","Empirical research; Software; Computer science; Software engineering; Social software engineering; Data science; Software development; Software construction; Programming language; Mathematics","en","-","Include"
"Third Generation Industrial Co-production in Software Engineering","-","T. Gorschek; K. Wnuk","2020","Contemporary Empirical Methods in Software Engineering","10.1007/978-3-030-32489-6_18","8","false","https://doi.org/10.1007/978-3-030-32489-6_18","Production (economics); Computer science; Manufacturing engineering; Engineering; Economics; Macroeconomics","en","23","Include"
"Project Management: a help or hindrance a collaborative research","<jats:p>تهدفت هذه الدراسة إلى استكشاف الكيفية التي تؤثر بها الطرق المختلفة إلدارة المشاريع التي يستخدمها أولئك العاملون في الصناعة ً وأولئك الذين يعملون داخل األوساط األكاديمية على مشاريع البحوث التعاونية، وإلى أي مدى تحديدا يمكن تطبيق أدوات وتقنيات إدارة المشاريع على ً المشاريع البحثية نظرا لمميزاتها الفريدة. كما تهدف إلى تقديم اقتراحات لكيفية تعزيز التعاون بين الصناعة واألوساط األكاديمية في المستقبل، حيث اتبعت هذه الدراسة منهجية مختلطة صغيرة النطاق للوصول إلى مدى تأثير المناهج المختلفة إلدارة المشاريع على مشاريع البحوث التعاونية بين الصناعة والمنظمات األكاديمية، حيث استندت الى الدراسة الظاهرية باستخدام المسح والمقابالت،وكذلك إلى تصورات عينة من المهنيين األردنيين من ذوي الخبرة في العمل التعاوني على مشاريع بحثية تمثل منظمات قائمة في الصناعة وكذلك على تجارب األكاديميين العاملين في واحدة من أكبر الجامعات.. وأظهرت الدراسة أن المنظمات القائمة على الصناعة تتركز ممارسات إدارة المشاريع لديها بشكل أكبر وذلك على مراحل المراقبة والتحكم في المشروع، واألدوات والتقنيات المرتبطة بها، بينما في الجامعات كمثال كان هناك تركيز أكبر على مرحلة التخطيط ومشاريع البحوث، وأظهرت ً الدراسة أيضا ً دعم لرؤية الصناعة والعمل االكاديمي والتي تميل إلى العمل معا بشكل جيد على مشاريع البحوث التعاونية إلدارة المشروع. شملت اقتراحات الدراسة تحسين التعاون لمثل هذه المشاريع في المستقبل ووجود آليات اتصال قوية بين المنظمات في تخطيط المشروع، ُ وان يتم تخصيص الدعم اإلداري الكافي بشكل مناسب من قبل المنظمات الشريكة؛ وزيادة المرونة داخل نهج إدارة المشاريع المتفق عليها بصورة مشتركة؛ وأيضا المشاريع البحثية الفريدة ان يتم االعتراف بها بشكل كامل من قبل جميع األطراف.</jats:p>","Dr.Ayman Abu-Rumman","2020","Al-Balqa Journal for Research and Studies  البلقاء للبحوث والدراسات","10.35875/1105-023-995-009","7","-","https://doi.org/10.35875/1105-023-995-009","","-","13","Include"
"Deploying TESTAR to Enable Remote Testing in an Industrial CI Pipeline: A Case-Based Evaluation","-","Fernando Pastor Ricós; Pekka Aho; T. Vos; Ismael Torres Boigues; Ernesto Calás Blasco; Héctor Martínez Martínez","2020","Leveraging Applications of Formal Methods","10.1007/978-3-030-61362-4_31","10","true","https://doi.org/10.1007/978-3-030-61362-4_31","Pipeline (software); Computer science; Agile software development; Automation; Software engineering; Graphical user interface; Quality assurance; Quality (philosophy); Graphical user interface testing; Test (biology)","en","15","Include"
"From Research Topic to Industrial Practice: An Experience Report","Continuous technological progress requires both research and industry to work together. It is a necessity which cannot and should not be avoided. However, due to different interests of the two, it is often accompanied by various challenges. The inability to foresee and overcome the challenges can greatly impact the quality of collaboration results and thus chances of such results being used further by the industry. In this paper, we provide background on the topic and emphasize frequently discussed points. Focus of the work are industry-academia collaborations in applied computer science research such as visualization. For that purpose, a set of requirements is recognized and provided for both industry and research community. Further, we provide an overview of challenges recognized over years of experience from working in industry-academia collaborations. Together, the challenges indicate the gap between the industry and research which is inherently transferred further onto results of collaborative research. Finally, we discuss various possibilities for both industry and research to reduce the gap.","Petra Gospodnetic; M. Rauhut; H. Hagen","2020","VisGap@Eurographics/EuroVis","10.2312/visgap.20201109","1","true","https://doi.org/10.2312/visgap.20201109","Computer science; Data science","en","-","Include"
"Academic and Industry Collaboration – A Literature Review","As part of a larger project determining best practices for establishing and maintaining effective, sustainable, collaborative relationships between academic and industry professionals, this review will outline the available materials and, conversely, the multiple gaps that exist regarding course content, methods of teaching, and practical experience relating to preparation for careers in engineering and engineering technology. Currently, there is no clear agreement on which principles and practices best enable industrial partners and academic institutions to establish and maintain mutually beneficial partnerships. In fact, there is no clear definition in the literature of what a mutually beneficial partnership entails, across the full range of educational, research, and professional development and service activities carried out within the engineering and technical community. The authors of this paper established informally that educators in both engineering and engineering technology are often challenged by this lack of research on sound recommendations regarding collaborative efforts. This paper is intended to be the start of a larger systemic literature review.","A. Lucietto; Diana Peters; Meher Taleyarkhan; Shelly Tan","2020","2020 CIEC Proceedings","10.18260/1-2-650-38725","10","-","https://doi.org/10.18260/1-2-650-38725","","-","-","Include"
"Industry-academia innovation co-development : the case of space-based technology","-","P. Testa","2019","Journal of Medical Devices","10.1115/1.4027107","-","-","https://doi.org/10.1115/1.4027107","","en","-","Include"
"A Study on Factors Affecting the Sustainability of Industry-University Cooperation: Focusing on the I-U Relationship Strength and Overcoming I-U barrier","-","Eun-Young Hong; J. Choi","2018","Journal of the Korea Academia-Industrial cooperation Society","10.5762/kais.2018.19.3.410","1","true","https://doi.org/10.5762/kais.2018.19.3.410","Sustainability; Business; Business administration; Biology; Ecology","en","-","Include"
"Effective Customer Relationship Management at ATB Financial: A Case Study on Industry-Academia Collaboration in Data Analytics","-","I. Hargreaves; D. Roth; M. R. Karim; Maleknaz Nayebi; G. Ruhe","2018","Studies in big data","10.1007/978-3-319-60255-4_4","13","false","https://doi.org/10.1007/978-3-319-60255-4_4","Analytics; Dynamism; Leverage (statistics); Variety (cybernetics); Data analysis; Customer relationship management; Data science; Knowledge management; Computer science; Business","en","15","Include"
"Analysing and supporting software reuse in practice","Software reuse is considered a key element to successful software development. To which extent has research improved reuse in practice? This thesis analyses the state of the practice of reuse by means of two empirical investigations. It finds that selecting and adopting an adequate reuse strategy remains a challenge and frequently fails in practice due to underestimation of the required effort. Consequently, this thesis proposes a Reuse Adoption Support Model (RASM) that supports practitioners in selecting an adequate reuse approach with respect to their organizational context and supports its application with methods and tools to identify reuse potential.","V. Bauer","2016","mediaTUM – the media and publications repository of the Technical University Munich (Technical University Munich)","10.1109/acct.2014.57","7","-","https://doi.org/10.1109/acct.2014.57","","-","4","Include"
"An impact analysis of regional industryÂŒuniversity interactions: The case of industrial PhD schools","<jats:p>The authors discuss Triple Helix collaborations in the context of regional competitiveness. Through an exploratory case study, they identify and analyse the impact of the establishment of industrial PhD schools for participating industry and universities. The study was conducted in Sweden in 2014 and focuses on three industry–university initiatives involving a total of 57 doctoral students, 9 universities and 39 companies. The results indicate that PhD schools based on the dynamics of the Triple Helix can be of great benefit for both industry and regional universities. In addition, the paper identifies critical success factors for industry–university collaborations involving joint PhD education.</jats:p>","Linda Gustavsson; Cali Nuur; Johan Söderlind","2016","Industry and Higher Education","10.5367/ihe.2016.0291","-","-","https://doi.org/10.5367/ihe.2016.0291","","en","11","Include"
"A Critical View on PLM/ALM Convergence in Practice and Research☆","Abstract The Internet of Things (IoT) is the main driver for industrial smart products produced by an increasing number of manufacturers. The overall functionality of smart products is a combination of mechanical, electrical/electronic functions (hardware functions) and software functions. For hardware and software there are different lifecycle models: Product lifecycle management (PLM) focuses on hardware, application lifecycle management (ALM) focuses on software. Smart products force manufacturers to converge both lifecycle models step by step. Although seemingly important, the research community leaves this innovative area mostly up to the PLM tool vendors and the ALM tool vendors, resulting in them driving the convergence. This paper points out the mismatch between industry and academia regarding the PLM/ALM convergence. We encourage academia to increase research activities and we propose potential research topics.","A. Deuter; S. Rizzo","2016","Procedia Technology","10.1016/j.protcy.2016.08.052","14","true","https://doi.org/10.1016/j.protcy.2016.08.052","Product lifecycle; Application lifecycle management; Software; Convergence (economics); Internet of Things; Systems engineering; Engineering; Product (mathematics); Product life-cycle management; Manufacturing engineering","en","-","Include"
